CDID,Type,Category ID,Description,Group,Level 1,Level 2,Level 3,Baseline Year
J2IL,CPIH INDEX,01.1.2.8,CPIH INDEX  Other meat preparations 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.2 MEAT,01.1.2.8. Other meat preparations,2015=100
J32Q,CPIH ANNUAL RATE,01.1.2.8,CPIH ANNUAL RATE  Other meat preparations 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.2 MEAT,01.1.2.8. Other meat preparations,2015=100
J3OE,CPIH MONTHLY RATE,01.1.2.8,CPIH MONTHLY RATE  Other meat preparations 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.2 MEAT,01.1.2.8. Other meat preparations,2015=100
J49R,CPIH WEIGHTS,01.1.2.8,CPIH WEIGHTS  Other meat preparations,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.2 MEAT,01.1.2.8. Other meat preparations,
L78X,CPI INDEX,01.1.2.8,CPI INDEX  Other meat preparations 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.2 MEAT,01.1.2.8. Other meat preparations,2015=100
L7K8,CPI ANNUAL RATE,01.1.2.8,CPI ANNUAL RATE  Other meat preparations 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.2 MEAT,01.1.2.8. Other meat preparations,2015=100
L7UR,CPI MONTHLY RATE,01.1.2.8,CPI MONTHLY RATE  Other meat preparations 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.2 MEAT,01.1.2.8. Other meat preparations,2015=100
L84E,CPI WEIGHTS,01.1.2.8,CPI WEIGHTS  Other meat preparations,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.2 MEAT,01.1.2.8. Other meat preparations,
CJWC,CPI WEIGHTS,01.1.2,MEAT,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.2 MEAT,,
D7D6,CPI INDEX,01.1.2,MEAT 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.2 MEAT,,2015=100
D7HI,CPI ANNUAL RATE,01.1.2,MEAT 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.2 MEAT,,2015=100
D7KS,CPI MONTHLY RATE,01.1.2,MEAT 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.2 MEAT,,2015=100
L52J,CPIH INDEX,01.1.2,MEAT 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.2 MEAT,,2015=100
L567,CPIH ANNUAL RATE,01.1.2,MEAT 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.2 MEAT,,2015=100
L59T,CPIH MONTHLY RATE,01.1.2,MEAT 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.2 MEAT,,2015=100
L5DI,CPIH WEIGHTS,01.1.2,MEAT,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.2 MEAT,,
J2IM,CPIH INDEX,01.1.3.1,CPIH INDEX  Fresh or chilled fish 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,01.1.3.1. Fresh or chilled fish,2015=100
J32R,CPIH ANNUAL RATE,01.1.3.1,CPIH ANNUAL RATE  Fresh or chilled fish 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,01.1.3.1. Fresh or chilled fish,2015=100
J3OJ,CPIH MONTHLY RATE,01.1.3.1,CPIH MONTHLY RATE  Fresh or chilled fish 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,01.1.3.1. Fresh or chilled fish,2015=100
J49T,CPIH WEIGHTS,01.1.3.1,CPIH WEIGHTS  Fresh or chilled fish,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,01.1.3.1. Fresh or chilled fish,
L78Y,CPI INDEX,01.1.3.1,CPI INDEX  Fresh or chilled fish 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,01.1.3.1. Fresh or chilled fish,2015=100
L7KC,CPI ANNUAL RATE,01.1.3.1,CPI ANNUAL RATE  Fresh or chilled fish 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,01.1.3.1. Fresh or chilled fish,2015=100
L7US,CPI MONTHLY RATE,01.1.3.1,CPI MONTHLY RATE  Fresh or chilled fish 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,01.1.3.1. Fresh or chilled fish,2015=100
L84F,CPI WEIGHTS,01.1.3.1,CPI WEIGHTS  Fresh or chilled fish,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,01.1.3.1. Fresh or chilled fish,
J2IN,CPIH INDEX,01.1.3.4,CPIH INDEX  Frozen seafood 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,01.1.3.4. Frozen seafood,2015=100
J32S,CPIH ANNUAL RATE,01.1.3.4,CPIH ANNUAL RATE  Frozen seafood 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,01.1.3.4. Frozen seafood,2015=100
J3ON,CPIH MONTHLY RATE,01.1.3.4,CPIH MONTHLY RATE  Frozen seafood 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,01.1.3.4. Frozen seafood,2015=100
J49V,CPIH WEIGHTS,01.1.3.4,CPIH WEIGHTS  Frozen seafood,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,01.1.3.4. Frozen seafood,
L78Z,CPI INDEX,01.1.3.4,CPI INDEX  Frozen seafood 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,01.1.3.4. Frozen seafood,2015=100
L7KD,CPI ANNUAL RATE,01.1.3.4,CPI ANNUAL RATE  Frozen seafood 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,01.1.3.4. Frozen seafood,2015=100
L7UT,CPI MONTHLY RATE,01.1.3.4,CPI MONTHLY RATE  Frozen seafood 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,01.1.3.4. Frozen seafood,2015=100
L84G,CPI WEIGHTS,01.1.3.4,CPI WEIGHTS  Frozen seafood,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,01.1.3.4. Frozen seafood,
J2IO,CPIH INDEX,01.1.3.6,CPIH INDEX  Other preserved or processed fish and seafood based preps 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,01.1.3.6. Other preserved or processed fish and seafood based preps,2015=100
J32T,CPIH ANNUAL RATE,01.1.3.6,CPIH ANNUAL RATE  Other preserved or processed fish and seafood based preps 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,01.1.3.6. Other preserved or processed fish and seafood based preps,2015=100
J3OS,CPIH MONTHLY RATE,01.1.3.6,CPIH MONTHLY RATE  Other pres/proc fish & seafood-based preps 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,01.1.3.6. Other preserved or processed fish and seafood based preps,2015=100
J49X,CPIH WEIGHTS,01.1.3.6,CPIH WEIGHTS  Other preserved/processed fish and seafood-based preparations,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,01.1.3.6. Other preserved or processed fish and seafood based preps,
L792,CPI INDEX,01.1.3.6,CPI INDEX  Other preserved processed fish & seafood-based prep 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,01.1.3.6. Other preserved or processed fish and seafood based preps,2015=100
L7KE,CPI ANNUAL RATE,01.1.3.6,CPI ANNUAL RATE  Other preserved or processed fish and seafood - based preparations 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,01.1.3.6. Other preserved or processed fish and seafood based preps,2015=100
L7UU,CPI MONTHLY RATE,01.1.3.6,CPI MONTHLY RATE  Other pres/proces fish & seafood-based preps 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,01.1.3.6. Other preserved or processed fish and seafood based preps,2015=100
L84H,CPI WEIGHTS,01.1.3.6,CPI WEIGHTS  Other preserved or processed fish and seafood based preps,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,01.1.3.6. Other preserved or processed fish and seafood based preps,
CJWD,CPI WEIGHTS,01.1.3,FISH,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,,
D7D7,CPI INDEX,01.1.3,FISH 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,,2015=100
D7HJ,CPI ANNUAL RATE,01.1.3,FISH 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,,2015=100
D7KT,CPI MONTHLY RATE,01.1.3,FISH 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,,2015=100
L52K,CPIH INDEX,01.1.3,FISH 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,,2015=100
L568,CPIH ANNUAL RATE,01.1.3,FISH 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,,2015=100
L59U,CPIH MONTHLY RATE,01.1.3,FISH 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,,2015=100
L5DJ,CPIH WEIGHTS,01.1.3,FISH,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.3 FISH,,
J2IP,CPIH INDEX,01.1.4.1,CPIH INDEX  Whole milk 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.1. Whole milk,2015=100
J32U,CPIH ANNUAL RATE,01.1.4.1,CPIH ANNUAL RATE  Whole milk 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.1. Whole milk,2015=100
J3OW,CPIH MONTHLY RATE,01.1.4.1,CPIH MONTHLY RATE  Whole milk 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.1. Whole milk,2015=100
J4AU,CPIH WEIGHTS,01.1.4.1,CPIH WEIGHTS  Whole milk,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.1. Whole milk,
L793,CPI INDEX,01.1.4.1,CPI INDEX  Whole milk 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.1. Whole milk,2015=100
L7KG,CPI ANNUAL RATE,01.1.4.1,CPI ANNUAL RATE  Whole milk 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.1. Whole milk,2015=100
L7UV,CPI MONTHLY RATE,01.1.4.1,CPI MONTHLY RATE  Whole milk 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.1. Whole milk,2015=100
L84I,CPI WEIGHTS,01.1.4.1,CPI WEIGHTS  Whole milk,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.1. Whole milk,
J2IQ,CPIH INDEX,01.1.4.2,"CPIH INDEX  Milk, low fat 2015=100",1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS","01.1.4.2. Milk, low fat",2015=100
J32V,CPIH ANNUAL RATE,01.1.4.2,"CPIH ANNUAL RATE  Milk, low fat 2015=100",1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS","01.1.4.2. Milk, low fat",2015=100
J3P7,CPIH MONTHLY RATE,01.1.4.2,CPIH MONTHLY RATE  Low fat milk 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS","01.1.4.2. Milk, low fat",2015=100
J4B9,CPIH WEIGHTS,01.1.4.2,"CPIH WEIGHTS  Milk, low fat",1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS","01.1.4.2. Milk, low fat",
L794,CPI INDEX,01.1.4.2,CPI INDEX  Low fat milk 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS","01.1.4.2. Milk, low fat",2015=100
L7KJ,CPI ANNUAL RATE,01.1.4.2,CPI ANNUAL RATE  Low fat milk 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS","01.1.4.2. Milk, low fat",2015=100
L7UW,CPI MONTHLY RATE,01.1.4.2,CPI MONTHLY RATE  Low fat milk 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS","01.1.4.2. Milk, low fat",2015=100
L84J,CPI WEIGHTS,01.1.4.2,CPI WEIGHTS  Low fat milk,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS","01.1.4.2. Milk, low fat",
J2IS,CPIH INDEX,01.1.4.4,CPIH INDEX  Yoghurt 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.4. Yoghurt,2015=100
J32X,CPIH ANNUAL RATE,01.1.4.4,CPIH ANNUAL RATE  Yoghurt 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.4. Yoghurt,2015=100
J3PP,CPIH MONTHLY RATE,01.1.4.4,CPIH MONTHLY RATE  Yoghurt 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.4. Yoghurt,2015=100
J4E8,CPIH WEIGHTS,01.1.4.4,CPIH WEIGHTS  Yoghurt,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.4. Yoghurt,
L796,CPI INDEX,01.1.4.4,CPI INDEX  Yoghurt 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.4. Yoghurt,2015=100
L7KN,CPI ANNUAL RATE,01.1.4.4,CPI ANNUAL RATE  Yoghurt 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.4. Yoghurt,2015=100
L7UY,CPI MONTHLY RATE,01.1.4.4,CPI MONTHLY RATE  Yoghurt 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.4. Yoghurt,2015=100
L84L,CPI WEIGHTS,01.1.4.4,CPI WEIGHTS  Yoghurt,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.4. Yoghurt,
J2IT,CPIH INDEX,01.1.4.5,CPIH INDEX  Cheese and curd 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.5. Cheese and curd,2015=100
J32Y,CPIH ANNUAL RATE,01.1.4.5,CPIH ANNUAL RATE  Cheese and curd 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.5. Cheese and curd,2015=100
J3SE,CPIH MONTHLY RATE,01.1.4.5,CPIH MONTHLY RATE  Cheese and curd 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.5. Cheese and curd,2015=100
J4EU,CPIH WEIGHTS,01.1.4.5,CPIH WEIGHTS  Cheese and curd,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.5. Cheese and curd,
L797,CPI INDEX,01.1.4.5,CPI INDEX  Cheese and curd 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.5. Cheese and curd,2015=100
L7KO,CPI ANNUAL RATE,01.1.4.5,CPI ANNUAL RATE  Cheese and curd 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.5. Cheese and curd,2015=100
L7UZ,CPI MONTHLY RATE,01.1.4.5,CPI MONTHLY RATE  Cheese and curd 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.5. Cheese and curd,2015=100
L84M,CPI WEIGHTS,01.1.4.5,CPI WEIGHTS  Cheese and curd,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.5. Cheese and curd,
J2IU,CPIH INDEX,01.1.4.6,CPIH INDEX  Other milk products 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.6. Other milk products,2015=100
J32Z,CPIH ANNUAL RATE,01.1.4.6,CPIH ANNUAL RATE  Other milk products 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.6. Other milk products,2015=100
J3TM,CPIH MONTHLY RATE,01.1.4.6,CPIH MONTHLY RATE  Other milk products 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.6. Other milk products,2015=100
J4F6,CPIH WEIGHTS,01.1.4.6,CPIH WEIGHTS  Other milk products,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.6. Other milk products,
L798,CPI INDEX,01.1.4.6,CPI INDEX  Other milk products 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.6. Other milk products,2015=100
L7KQ,CPI ANNUAL RATE,01.1.4.6,CPI ANNUAL RATE  Other milk products 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.6. Other milk products,2015=100
L7V2,CPI MONTHLY RATE,01.1.4.6,CPI MONTHLY RATE  Other milk products 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.6. Other milk products,2015=100
L84N,CPI WEIGHTS,01.1.4.6,CPI WEIGHTS  Other milk products,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.6. Other milk products,
J2IV,CPIH INDEX,01.1.4.7,CPIH INDEX  Eggs 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.7. Eggs,2015=100
J332,CPIH ANNUAL RATE,01.1.4.7,CPIH ANNUAL RATE  Eggs 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.7. Eggs,2015=100
J3TN,CPIH MONTHLY RATE,01.1.4.7,CPIH MONTHLY RATE  Eggs 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.7. Eggs,2015=100
J4F7,CPIH WEIGHTS,01.1.4.7,CPIH WEIGHTS  Eggs,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.7. Eggs,
L79A,CPI INDEX,01.1.4.7,CPI INDEX  Eggs 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.7. Eggs,2015=100
L7KR,CPI ANNUAL RATE,01.1.4.7,CPI ANNUAL RATE  Eggs 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.7. Eggs,2015=100
L7V5,CPI MONTHLY RATE,01.1.4.7,CPI MONTHLY RATE  Eggs 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.7. Eggs,2015=100
L84O,CPI WEIGHTS,01.1.4.7,CPI WEIGHTS  Eggs,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",01.1.4.7. Eggs,
CJWE,CPI WEIGHTS,01.1.4,"MILK, CHEESE & EGGS",1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",,
D7D8,CPI INDEX,01.1.4,"MILK, CHEESE & EGGS 2015=100",1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",,2015=100
D7HK,CPI ANNUAL RATE,01.1.4,"MILK, CHEESE & EGGS 2015=100",1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",,2015=100
D7KU,CPI MONTHLY RATE,01.1.4,"MILK, CHEESE & EGGS 2015=100",1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",,2015=100
L52L,CPIH INDEX,01.1.4,"MILK, CHEESE & EGGS 2015=100",1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",,2015=100
L569,CPIH ANNUAL RATE,01.1.4,"MILK, CHEESE & EGGS 2015=100",1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",,2015=100
L59V,CPIH MONTHLY RATE,01.1.4,"MILK, CHEESE & EGGS 2015=100",1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",,2015=100
L5DK,CPIH WEIGHTS,01.1.4,"MILK, CHEESE & EGGS",1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,"1.1.4 MILK, CHEESE & EGGS",,
J2IW,CPIH INDEX,01.1.5.1,CPIH INDEX  Butter 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.5 OILS & FATS,01.1.5.1. Butter,2015=100
J333,CPIH ANNUAL RATE,01.1.5.1,CPIH ANNUAL RATE  Butter 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.5 OILS & FATS,01.1.5.1. Butter,2015=100
J3TP,CPIH MONTHLY RATE,01.1.5.1,CPIH MONTHLY RATE  Butter 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.5 OILS & FATS,01.1.5.1. Butter,2015=100
J4F8,CPIH WEIGHTS,01.1.5.1,CPIH WEIGHTS  Butter,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.5 OILS & FATS,01.1.5.1. Butter,
L79C,CPI INDEX,01.1.5.1,CPI INDEX  Butter 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.5 OILS & FATS,01.1.5.1. Butter,2015=100
L7KS,CPI ANNUAL RATE,01.1.5.1,CPI ANNUAL RATE  Butter 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.5 OILS & FATS,01.1.5.1. Butter,2015=100
L7V6,CPI MONTHLY RATE,01.1.5.1,CPI MONTHLY RATE  Butter 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.5 OILS & FATS,01.1.5.1. Butter,2015=100
L84P,CPI WEIGHTS,01.1.5.1,CPI WEIGHTS  Butter,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.5 OILS & FATS,01.1.5.1. Butter,
J2IX,CPIH INDEX,01.1.5.2,CPIH INDEX  Margarine and other vegetable fats 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.5 OILS & FATS,01.1.5.2. Margarine and other vegetable fats,2015=100
J334,CPIH ANNUAL RATE,01.1.5.2,CPIH ANNUAL RATE  Margarine and other vegetable fats 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.5 OILS & FATS,01.1.5.2. Margarine and other vegetable fats,2015=100
J3TQ,CPIH MONTHLY RATE,01.1.5.2,CPIH MONTHLY RATE  Margarine and other vegetable fats 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.5 OILS & FATS,01.1.5.2. Margarine and other vegetable fats,2015=100
J4F9,CPIH WEIGHTS,01.1.5.2,CPIH WEIGHTS  Margarine and other vegetable fats,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.5 OILS & FATS,01.1.5.2. Margarine and other vegetable fats,
L79D,CPI INDEX,01.1.5.2,CPI INDEX  Margarine and other vegetable fats 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.5 OILS & FATS,01.1.5.2. Margarine and other vegetable fats,2015=100
L7KU,CPI ANNUAL RATE,01.1.5.2,CPI ANNUAL RATE  Margarine and other vegetable fats 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.5 OILS & FATS,01.1.5.2. Margarine and other vegetable fats,2015=100
L7V7,CPI MONTHLY RATE,01.1.5.2,CPI MONTHLY RATE  Margarine and other vegetable fats 2015=100,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.5 OILS & FATS,01.1.5.2. Margarine and other vegetable fats,2015=100
L84U,CPI WEIGHTS,01.1.5.2,CPI WEIGHTS  Margarine and other vegetable fats,1. FOOD AND NON-ALCOHOLIC BEVERAGES,1.1. FOOD,1.1.5 OILS & FATS,01.1.5.2. Margarine and other vegetable fats,
